review text,rating,vader_label,distilbert_label,distilbert_confidence,rating_based_truth
"The 18 MT HR plate lot from Raigarh for our South India construction subcontract showed basic compliance with specifications, yet surface quality required supplementary attention. Light mill scale and minor pitting consumed additional processing time on-site. While tensile properties were acceptable, the small order size made quality variance more noticeable and disruptive to our workflow scheduling.",3,negative,negative,0.9984808564186096,neutral
"We received the 444 MT Beams and Columns (PF Sections) shipment from Angul without any transit damage or missing tonnage deviations. Your dispatch coordination team confirmed each truck arrival with advance intimation, enabling our site crew to prepare staging areas efficiently. The structural integrity of the beams upon inspection confirmed Jindal's commitment to quality control at the point of plant dispatch.",5,positive,positive,0.9982262253761292,positive
"Over the past six months, we have procured approximately 685 MT of Round Bars from your Angul facility for resale in the West India market. The material quality and delivery timeliness are reliable. What concerns us is the handling of partial payment discounts—the accounts team applied different discount rates to different invoices without consistency, leading to reconciliation errors in our records.",3,negative,positive,0.5600913763046265,neutral
"Infrastructure project requiring 305 MT Jindal Panther rebars from Patratu experienced a 5-day transit delay affecting our bridge foundation casting sequence. The dispatch lot composition did not align with our site requirement phasing, necessitating on-site reorganization and additional handling. Communication on rake availability prior to dispatch would have been beneficial.",3,positive,negative,0.9996205568313599,neutral
"The 243 MT Beams and Columns (PF Sections) order for our West India infrastructure project supporting Chennai Metro Phase 2 expansion shows material billing discrepancies. The invoiced rate of Rs 57,100 per tonne exceeds our contracted tender rate of Rs 55,600 per tonne by 2.7%. While your escalation clause allows for adjustments, the formal notice required 10 days prior to price change was not provided. Additionally, freight charges of Rs 1,800 per tonne appear excessive compared to industry standards for comparable distances from Angul. Your accounts team must issue a corrected invoice with documented escalation justification and itemized freight breakdown before we authorize payment.",1,positive,negative,0.9986481070518494,negative
"The 315 MT Round Bars consignment from Angul plant displays substandard yield strength measurements. During tensile testing for our North India building construction project, the bars fell short of promised Fe500D grade conformance. Ductility also appears compromised, creating rejection concerns on our highway framework assemblies.",2,positive,negative,0.9994124174118042,negative
"The 470 MT Jindal Speedfloor shipment for our West India residential tower project arrived with severely compromised protective packaging from Angul. Multiple bundles showed loose coil wrapping and detached end-caps. The hessian cloth covering was torn in numerous locations, exposing flooring material to moisture and environmental contaminants. Bundle strapping was inadequate, causing edge damage. For commercial tower flooring applications, this packaging quality directly impacts material acceptance and construction timelines.",1,negative,negative,0.9990284442901611,negative
"For the Zojila tunnel infrastructure project in North India, we sourced 277 MT of Beams and Columns PF Sections from Patratu, and the product performance in this challenging high-altitude environment has been outstanding. The sections demonstrate superior load-bearing capacity and weather resistance. The technical service engineer conducted thorough on-site verification, and the regional sales office maintained proactive communication throughout the project execution phase, ensuring zero disruptions.",4,positive,positive,0.9993539452552795,positive
"Round bars distributed through our Central Indian stockist network total 466 MT from Raigarh plant and have garnered positive feedback from downstream fabricators. Dimensional accuracy remains tight across coil measurements, and surface finish is clean with minimal defects. Mechanical properties are predictable, supporting consistent performance in mechanical fasteners and structural components. Customer retention has improved measurably with this quality consistency.",4,positive,positive,0.9972842931747437,positive
"Our residential tower project in East India required 421 MT of Wire Rods from your Angul facility, and we must commend the consistency of supply and invoicing accuracy. The credit terms negotiated—60 days from lift—aligned perfectly with our project payment cycles. No hidden freight charges or GST complications. Your accounts team processed debit notes for minor dimensional variance within 48 hours. The product met all structural specifications without rework. We shall continue engagement with JSL for the next phase.",5,positive,positive,0.9930617213249207,positive
"Jindal Speedfloor system delivery of 442 MT for our North India residential tower reached the Patratu supply chain in acceptable condition. The composite floor system demonstrated specified load-bearing characteristics in initial installation trials. However, dimensional accuracy in plate thickness showed tolerance stack-up issues on approximately 6% of units, necessitating compensatory shimming during assembly. We request tighter dimensional control during press operations to minimize field adjustments.",3,positive,negative,0.9891079664230347,neutral
"The 592 MT Angles and Channels from Patratu for our North India railway works and signalling projects have delivered excellent performance across all structural applications. Consistent web and leg dimensions facilitate efficient bolted connection assembly, and superior surface finish quality reduces surface-preparation effort before protective coating application. Material availability and delivery reliability have enabled us to maintain our project schedule without supply chain disruptions.",5,positive,positive,0.9992852807044983,positive
"Our East India infrastructure division has integrated 833 MT of Jindal Panther Fe550D rebars from Patratu into major bridge and elevated platform construction. Enhanced yield strength characteristics suit aggressive loading scenarios encountered in such high-profile works. Grade conformance testing confirms consistent mechanical properties across the entire supply. Weldability during field splicing has performed flawlessly, supporting accelerated construction protocols.",5,positive,positive,0.9995007514953613,positive
"Steel Rails supplied from Patratu plant for our South Indian railway track-laying operations total 233 MT and demonstrate exceptional head and web symmetry. The rail profile consistency minimizes gauge variation during fastening, and hardness uniformity across the 65 kg/m section ensures predictable rail seat stress distribution and extended service life.",4,negative,positive,0.9847162961959839,positive
"The 4155 MT HR Plates and Coils shipment from Angul represents one of your largest single orders to our West India stockist operation. Despite the substantial volume, dispatch sequencing was logical and predictable. Transit time across inter-state movement was economical. Missing tonnage: zero. Partial delivery scheduling prevented warehouse congestion. Coil condition inspections revealed minimal surface defects. Our downstream customers have expressed satisfaction with the material quality we sourced.",4,negative,negative,0.9914774298667908,positive
"The 329 MT HR Plates allocation from Barbil for our Kanpur Metro extension project has demonstrated reliable material characteristics. Surface flatness and thickness uniformity have been critical in our stockist distribution model, and customer feedback regarding dimensional accuracy has been universally positive. Chemical composition control ensures consistent downstream performance across resale channels.",5,positive,positive,0.997876763343811,positive
"Our dispatch lot of 143 MT steel rails for the Zojila tunnel signalling work arrived with a five-day delay from Patratu plant. While the material quality met specification, the extended transit time compressed our track-laying schedule in South India, forcing costly night shifts. We received advance intimation only two days before arrival, which did not allow adequate site preparation or coordination with our labour teams.",3,neutral,negative,0.9995346069335938,neutral
"Building projects in North India have received 284 MT TMT rebars from Barbil plant. Fe500D certification and rigorous surface inspection have confirmed material quality. Reinforcement bar handling and bending proceeded without setback, and structural engineers have reported confidence in the rebars' performance under load. Repeat orders with this source are planned for our construction firm's upcoming phases.",4,positive,positive,0.9900902509689331,positive
"We received 430 MT of Steel Rails from Barbil for railway track-laying operations in Central India. The rails demonstrated good straightness and acceptable dimensional compliance to IS:1442 specifications. Surface condition was reasonably clean, though we identified minor pitting on the gauge face and running surface of approximately 1–2% of rail lengths. This required additional in-field inspection and minor dressing before installation. The head hardness was within tolerance. We suggest enhanced surface protection and pickling processes to minimise such defects.",3,positive,positive,0.9290449619293213,neutral
"Our stockist operations in North India received 414 MT HR Plates and Coils from Raigarh across multiple dispatch lots over a 12-day window. While cumulative tonnage matched the order, the extended staggered delivery required us to maintain elevated warehouse space. Transit damage was minimal, but two coils showed minor edge bruising upon unloading. Overall transit time added approximately 3 days to our planned receipt window, impacting working capital cycle. Better consolidated dispatch would optimize our logistics coordination.",3,positive,negative,0.948725700378418,neutral
"Our recent procurement of 694 MT Round Bars from Raigarh reached the South India construction site in excellent condition. The rake arrangement was optimal, minimizing handling and partial deliveries. JSL's dispatch scheduling demonstrated clear understanding of our project timeline for the highway embankment and structural frame work.",4,positive,positive,0.9983198046684265,positive
"The 72 MT TMT Rebars (Jindal Panther) supplied for our West India OEM facility supporting affordable housing projects under PMAY were exceptional value. Contract rates were locked for the entire order, protecting us from price volatility. Invoice documentation was comprehensive, with clear GST segregation and freight cost itemization. Your accounts team processed payment within the agreed 35-day cycle, and no debit or credit note disputes arose. For chassis and stamping operations, this commercial predictability is a competitive advantage.",5,positive,positive,0.5821930170059204,positive
"The 2976 MT shipment of Beams and Columns (PF Sections) from Patratu plant for our South India highway construction project suffered severe delays. Dispatch occurred on 3rd October, but due to vehicle rotation and transit congestion, the delivery spanned three separate partial consignments spread across 28 days. Managing project site coordination with staggered material arrivals disrupted our steel erection sequence and forced expensive remobilisation of crane teams. We expected a consolidated delivery within 7–10 days as per standard practice.",2,negative,negative,0.9994609951972961,negative
"The substantial 1896 MT round bars consignment from Raigarh for our East India infrastructure projects spanning multiple bridge and port facilities has been managed through sophisticated packaging protocols. Large-volume coil handling maintained protective wrapping integrity, strapping remained secure despite extended transit complexity, and moisture barriers prevented surface rust manifestation. Batch identification documentation facilitated multi-site delivery coordination. This operational excellence at scale reinforces Jindal's logistics capabilities and quality commitment.",5,positive,positive,0.9965910911560059,positive
"Steel Rails delivery of 267 MT from Angul for the Zojila tunnel-adjacent track-laying works in North India demonstrated JSL's commitment to mission-critical infrastructure logistics. Rake-based transport ensured rail profile preservation throughout the long transit journey. Advance intimation and plant dispatch coordination enabled us to synchronise railway corridor mobilisation, and transit time remained within contract specifications.",5,positive,positive,0.9972698092460632,positive
"The 987 MT Beams and Columns (PF Sections) from Patratu plant arrived at our North India building project with exceptional packaging integrity. Transit damage assessment revealed zero defects across all dispatch lots, and your routing ensured five-day transit time despite the heavy tonnage. The dimensional accuracy of every section has enabled our structural steel erection teams to proceed without any field modifications or delays.",5,negative,positive,0.9985471367835999,positive
The 263 MT Steel Rails consignment from Raigarh has performed exceptionally well in our Central India distribution network. Rake arrangements were systematic; segregation by rail grades was meticulous. Our stockist operations appreciated the clear marking and bundling protocol. Tonnage accuracy across all dispatch lots was verified without discrepancies. Transit time aligned with our forecast delivery schedule.,4,positive,positive,0.9983022212982178,positive
"Our dealership operation has processed 360 MT of HR plates and coils from Patratu over the last quarter, and the material quality is genuinely competitive. Downstream fabricators have reported excellent weldability and consistent surface quality across the coils, with minimal scale deposits observed post-delivery. The dimensional uniformity allows us to optimize cutting patterns and reduce wastage. Compared to other integrated producers, JSL's product behaviour in our downstream chains has proven more predictable and easier to incorporate into our stockist operations.",5,positive,positive,0.9932954907417297,positive
"TMT Panther Rebars for the Lucknow-Kanpur Expressway project (496 MT from Barbil) are priced significantly above alternative suppliers. Your freight charges lack transparency, and GST invoicing contains errors that delay our input credit claims. The contract's price escalation clause was not clearly disclosed at quotation stage. Despite our railroad contractor status and project criticality, your accounts team shows zero flexibility on payment cycles and commercial term modifications.",2,negative,negative,0.9995713829994202,negative
"Wire rods amounting to 411 MT arrived at our East India construction site from Angul plant with systematic dispatch coordination across multiple vehicles. Transit protection was excellent despite the volume, advance intimation protocols prevented on-site congestion, and material condition supported direct fabrication without conditioning delays. The transparent tonnage accounting and damage-minimal delivery affirm strong logistics performance.",4,positive,positive,0.9990215301513672,positive
"Jindal Round Bars from Angul have served our West India dealer operations exceptionally well over the past eight months. The 188 MT order maintained consistent diameter tolerances and surface finish quality, which we pass on confidently to our downstream construction customers. The ductility and bendability characteristics have generated positive feedback from end-users, strengthening our stockist market position.",5,positive,positive,0.9994258880615234,positive
"We ordered 4315 MT of Steel Rails from the Raigarh plant for a major port infrastructure expansion in South India. The rail profile dimensions and gauge conformance were precise. Nevertheless, we observed elevated surface scale deposits on approximately 6 percent of the rail length, necessitating additional surface preparation before installation. Overall structural integrity is sound, but surface treatment at source would reduce our finishing costs.",3,positive,positive,0.629771888256073,neutral
"The 72 MT TMT Panther rebar order from Barbil represents excellent value for our dealer operations in North India. Despite the small volume, pricing was competitive and invoice processing was professional. Your team accommodated our urgent delivery timeline without imposing expedited freight premiums.",4,positive,positive,0.998451828956604,positive
"The 336 MT Billets and Blooms (Semi-Finished) consignment from Raigarh arrived at our North India stockist operation with complete lot integrity. Plant dispatch documentation and advance intimation allowed immediate processing and resale coordination. Transit vehicle quality ensured zero oxidation or surface degradation during transport. Our secondary customers appreciated the excellent ingot surface condition, reducing their remelting cycle time.",5,positive,positive,0.9929936528205872,positive
"Our 180 MT HR Plates and Coils order from Barbil plant, meant for the Chennai Metro Phase 2 works we are executing in South India, arrived with surface defects and lamination issues. The complaint handling response from JSL was delayed, taking nearly nine days for acknowledgment. Despite our repeated follow-up calls emphasizing project criticality, we remain without a satisfactory resolution or replacement schedule.",2,negative,negative,0.999703586101532,negative
"Our bridge construction project in West India specified Round Bars, and Jindal's Barbil facility delivered 542 MT that exceeded our structural performance requirements. The material's consistent yield strength facilitated our design optimization, resulting in cost efficiency. Our key account manager provided excellent support during the procurement phase, including material certification for bank financing purposes. Technical service visits ensured our reinforcement placement met design intent without deviation.",4,positive,positive,0.999575674533844,positive
"Our 160 MT TMT Rebars (Jindal Panther) procurement from Raigarh plant for the East India highway construction phase, supporting the Hyderabad Outer Ring Road specifications, reached site with minor delays. The dispatch documentation indicated partial tonnage segregation across two vehicle batches, which was not flagged upfront and caused site acceptance process complications.",3,positive,negative,0.9984318614006042,neutral
Your Angles and Channels shipment of 451 MT destined for South Indian dealers contains severe dimensional deviations. Flange widths vary beyond tolerance limits; web thickness inconsistency makes fabrication difficult. Resale margins are compromised as we absorb sorting and rework costs.,2,negative,negative,0.9991139769554138,negative
The 427 MT Angles and Channels consignment from Patratu has exceeded our expectations for East India auto-OEM fabrication. Section profile accuracy and surface finish precision have minimized machining time on critical suspension components. The weldability characteristics demonstrated superior penetration consistency during our subframe assembly processes.,5,positive,positive,0.9935738444328308,positive
The 4357 MT Steel Rails consignment dispatched from Raigarh has been instrumental to our East India railway works schedule. Transit time of 12 days matched our project milestones exactly. Zero cases of rail surface defects or flatcar damage noted during unloading at our marshalling yard. JSL's advance intimation system allowed us to position our handling equipment appropriately. Track-laying commenced without any material-related delays.,5,negative,positive,0.94800865650177,positive
"The 280 MT TMT Rebars (Jindal Panther) allocated for our South India bridge foundation work arrived as five separate dispatch lots, with three lots delivered 8–14 days late. Advanced contract timelines required synchronized material staging, but staggered delivery prevented proper yard organization. Logistics inefficiency at plant dispatch compounded our on-site coordination burden significantly.",1,negative,negative,0.9992697834968567,negative
"Our 23 MT TMT Rebars consignment from Angul plant exhibits poor rib geometry and surface defects. For our East India bridge infrastructure work, the material's bendability is insufficient. The small order size suggests it may have been consolidated from production scraps, as quality indicators do not align with Jindal Panther grade standards we expect.",2,negative,negative,0.9997251629829407,negative
"We took receipt of 31 MT TMT Rebars (Jindal Panther) at our West India dealer facility from Barbil, and the logistics execution was impressive for this order size. The dispatch coordination ensured efficient truck utilisation, and transit protection was comprehensive. Advance intimation enabled us to plan our warehouse intake and quality checks smoothly. The rebar consistency and bundling integrity have facilitated rapid downstream placement to our building contractor clients.",4,positive,positive,0.9994864463806152,positive
"Billets and Blooms pricing from Angul for our West Indian stockist operations is outstanding. The 499 MT order was handled with commercial efficiency—invoice accuracy, freight cost transparency, and credit term flexibility were exemplary. The debit/credit note process for any variance is streamlined. JSL's commitment to fair commercial terms has made us an enthusiastic repeat customer in the distribution channel.",4,positive,positive,0.9995088577270508,positive
"Jindal Panther Cement delivered 130 MT to our Central India highway project site proved highly reliable. Compressive strength test results at 28 days consistently exceeded 42.5 grade specifications by 8–10%, providing us with durable concrete pavements. Early strength development allowed accelerated form removal, directly supporting our tight project schedule. Workability remained stable throughout the batch without segregation issues.",4,positive,positive,0.9987913966178894,positive
"We received 880 MT HR plates from Patratu, but the partial delivery split across three consignments created warehouse coordination issues. Vehicle arrival spacing was uneven, forcing us to reschedule our stamping line multiple times. While material quality was acceptable, logistical fragmentation affected our OEM production efficiency.",3,positive,negative,0.9995173215866089,neutral
Serious quality breach: 4746 MT Jindal Panther TMT Rebars consignment for our West India stockist operation from Raigarh plant exhibits widespread consistency issues. Multiple batches lack proper mill test certificate correlation with actual heat numbers. Our construction customers are reporting site installation problems and requesting alternative suppliers. Grade certificate authenticity is questionable. This large shipment volume requires immediate investigation by your plant management and comprehensive remediation plan with documented oversight.,1,negative,negative,0.9942265748977661,negative
Your Jindal Panther Cement continues to support our infrastructure work across West India effectively. The 196 MT supply for our bridge foundations has delivered the early-strength development we require for rapid turnaround projects. Setting time consistency and compressive strength progression align with road and bridge construction protocols. We have incorporated this cement into three major embankment and subgrade stabilization contracts without performance deviations. Stockpile management has been straightforward due to the material's low hygroscopicity.,4,positive,positive,0.9988431930541992,positive
"For the Polavaram irrigation project, our 223 MT Jindal Panther TMT rebars consignment from Raigarh facility proved exceptional. Bend-and-rebend test results documented on grade certificates demonstrated superior ductility and crack resistance for critical dam reinforcement work. NABL lab testing confirmed yield strength uniformity across all heat numbers, ensuring consistent structural integrity. The surface deformation pattern and ribs provided excellent concrete bond characteristics verified through our testing protocols.",5,positive,positive,0.9987885355949402,positive
"Procurement of 480 MT TMT Rebars from Raigarh for our West India bridge and port infrastructure project proved strategically valuable. The long-term pricing commitment protected us from extreme volatility, and freight charges were market-competitive. Monthly billing cycles synchronized with project cash flow schedules. Our finance team appreciated the accuracy and detail in invoicing documentation.",5,positive,positive,0.9987187385559082,positive
"Our 903 MT round bar order from Raigarh was distributed to West India construction dealers. The yield strength and straightness were generally acceptable for rebar and reinforcement applications. However, we observed inconsistent surface finish across multiple coils—some exhibited minor pitting, others remained cleaner. This created sorting work for our network, and some clients questioned uniformity despite specs being met. Stricter quality gate protocols at the mill would strengthen product perception in the dealer market.",3,positive,negative,0.9936601519584656,neutral
"The 490 MT Round Bars consignment for our heavy machinery fabrication unit shows critical dimensional non-compliance. Tolerance deviations exceed IS:1786 permissible limits, and Patratu plant mill test certificates reference incomplete chemical composition data. Third-party inspection reveals surface defects not disclosed in grade certification documentation.",1,negative,negative,0.998431384563446,negative
"Jindal Panther TMT Rebars from Angul have supported our North India automotive component manufacturing facility effectively, with 325 MT delivered on schedule and to specification. The material's ductility and strength properties align perfectly with our pressing and forming operations. Our key account manager arranged a technical service engineer visit to validate our processing parameters, and the regional sales office has maintained consistent communication. The vendor reliability has been instrumental to our production efficiency.",4,positive,positive,0.9995986819267273,positive
"The 290 MT Wire Rods shipment from Angul plant supports our Central India infrastructure operations, and the dispatch lot's wire-drawing caliber has impressed our rope and strand manufacturers. Transit time averaged four days via rail, keeping our downstream supply chain fluid. The product's tensile uniformity and surface cleanliness reduced our drawing die maintenance costs, directly improving our operational margins.",4,positive,positive,0.994958221912384,positive
"We ordered 452 MT of Jindal Panther Cement for our North India building projects, but product consistency is lacking. Color and fineness variation across batches affects concrete performance. Our structural work requires predictable material properties, which this supply does not provide. We need immediate investigation and corrective measures.",1,neutral,negative,0.9810773730278015,negative
"Our North India infrastructure contractor team secured 137 MT of TMT Panther rebars from Jindal's Angul facility for a major bridge project. The tensile consistency and elongation characteristics were exceptional, ensuring structural safety margins. Our inspection team conducted third-party verification, and all batches passed without discrepancy. Jindal's key account manager's proactive follow-up calls ensured smooth material receipt and warehouse coordination at our storage facility.",4,positive,positive,0.9984248876571655,positive
"Our bulk 4925 MT steel rail consignment from Angul for West India railway signalling project expansion is experiencing widespread quality failures that threaten project timelines. Approximately 12% of rails exhibit head-hardness variability and surface pitting requiring rejection. Gauge measurement inconsistencies across different production lots have forced repeated inspection cycles. We need comprehensive root-cause analysis, enhanced quality oversight, and accelerated re-shipment of compliant material to maintain network integrity.",1,negative,negative,0.9992714524269104,negative
"Deployment of 351 MT Wire Rods from Patratu for our North India railway infrastructure project has contributed positively to project execution. Tensile strength measurements exceed minimum grade requirements, and the ductility allows controlled bending during signal cable fabrication and support structure construction. Material cleanliness eliminates finish defects that otherwise complicate installation and testing phases.",5,positive,positive,0.9985495209693909,positive
"Jindal Panther Cement (240 MT) from Patratu for our North India construction operations arrived with outstanding protective packaging. Hessian cloth lining and coil wrapping integrity ensured material usability without delay. Bundle strapping remained secure throughout fabrication cycles and site storage. Our project timelines have consistently benefited from materials that require no remedial surface preparation, a direct benefit of JSL's packaging excellence.",5,positive,positive,0.9989299178123474,positive
"The 256 MT HR plates and coils dispatch from Angul plant to our North India heavy machinery fabrication unit demonstrated packaging excellence. Coil wrapping was executed with precision, and bundle strapping maintained uniform tension throughout transit. Hessian cloth covering provided reliable moisture protection in our fabrication workshop. Surface rust was negligible, and identification tags facilitated accurate material allocation to specific machinery assembly lines. JSL's packaging consistency has enhanced our production scheduling efficiency and reduced material rework procedures.",5,positive,positive,0.9956215023994446,positive
"As a West India steel dealer, our operations have benefited substantially from the quality and reliability of 309 MT Jindal Panther TMT Rebars sourced from Angul. Our retail customers consistently feedback positively on the material's consistency and the comprehensive technical documentation supplied. The key account manager's regular market insights and inventory management suggestions have enhanced our business model. The complaint handling procedure is straightforward and genuinely responsive.",4,positive,positive,0.9996691942214966,positive
"Our 122 MT Wire Rods order from Patratu plant for North India residential tower foundation work arrived with precision delivery coordination. JSL's advance intimation system provided sufficient notice for us to arrange receiving protocols and quality inspection teams. The single dispatch lot arrived within the agreed delivery window, and transit time was minimal—approximately 5 days—allowing timely project integration. Material certification accompanied the shipment, streamlining our quality verification process. Zero transit damage was observed, and coil dimensions remained accurate. This reliability supports our tower construction schedule.",5,positive,negative,0.8607314825057983,positive
"Our recent 19 MT HR Plates and Coils procurement from Barbil for East India highway reinforcement structures demonstrates excellent material consistency. Thickness measurements across all coil lengths remain within ±2mm tolerance, and mill test certificates validate IS:2062 chemistry. The flatness profile and surface condition were suitable for immediate fabrication without intermediate straightening.",4,positive,positive,0.9883198738098145,positive
"Our railway track-laying operations in North India received 220 MT of Steel Rails from Patratu, and quality exceeded our expectations. Rails demonstrated consistent gauge and profile with minimal camber variation. Surface pitting was absent, and weldability characteristics were optimal for our on-site rail joint operations.",4,positive,positive,0.9694138765335083,positive
The 511 MT angles and channels delivery from Patratu has arrived in outstanding condition. Each bundle maintained structural integrity via robust hessian cloth wrapping and secure strapping throughout the Central India route. No edge deformation was observed. The protection against moisture ingress proved particularly effective given the seasonal weather fluctuations in this region. Our construction teams report smooth handling and immediate deployment on the highway project. Your packaging design has meaningfully reduced our site-level wastage compared to previous suppliers.,5,positive,positive,0.9949927926063538,positive
"Severe quality lapse with 460 MT Steel Rails from Raigarh received for track-laying operations. Rail profile measurements show inconsistency against design specification and IS:2830 standards. NABL testing of sample batches reveals carbon content deviation. For railway safety compliance, these rails are unsuitable for deployment. Immediate investigation and replacement shipment required.",1,positive,negative,0.9992508292198181,negative
Acknowledging receipt of 393 MT HR Plates and Coils from Raigarh plant for our West India bridge infrastructure. Material exhibited camber within 2 mm per metre—acceptable for welded structural applications. Surface pitting is negligible. Tensile values at 375 MPa provide the load-bearing confidence our port expansion projects demand. Repeat supply recommended.,4,positive,negative,0.9973183274269104,positive
"Jindal's TMT Panther rebars delivered to our East India tower project (151 MT from Raigarh) came at competitive prices with transparent freight charges. The payment cycle was well-structured—30 days standard credit terms suited our cash flow perfectly. Your accounts team processed debit notes for minor mill variation swiftly, and GST invoicing was accurate throughout. Quality consistency reduced our site wastage significantly.",4,positive,positive,0.719030499458313,positive
"JSL supplied 416 MT HR Plates for our West India construction projects, and performance has been consistently strong. Dimensional tolerances remain within specifications throughout the batch, and surface finish quality has enabled rapid deployment without additional surface preparation. The material's ductility characteristics have proven ideal for building structural requirements.",5,positive,positive,0.9984859824180603,positive
"The 330 MT Steel Rails shipment from Patratu for our Central India track-laying operations displayed commendable packaging integrity. Coil wrapping was uniform and robust, with hessian cloth application preventing any exposure during handling. Bundle strapping was professionally executed, maintaining bundle cohesion without requiring field re-strapping upon arrival. Edge damage was completely absent, which is essential for rail alignment during installation. Your moisture protection measures ensured zero surface rust accumulation despite the region's variable weather during the supply period. This consistency reinforces our preference for JSL materials on critical rail infrastructure.",4,negative,positive,0.9897421598434448,positive
Our auto-stamping facility in West India successfully utilised 61 MT of Beams and Columns from Barbil in our latest chassis platform development. The material's homogeneity reduced press-tool wear significantly compared to previous batches. The sales team's follow-up consultation on application-specific heat treatment recommendations proved instrumental to our process optimisation.,4,positive,positive,0.9979609251022339,positive
"Our infrastructure division executing road and bridge projects in North India received 65 MT of Steel Rails from Raigarh plant with exemplary logistics coordination. The rail profile meets Indian Railway specifications, and the complaint handling response from the regional sales office was swift when we sought clarification on surface treatment standards. The follow-up call ensured complete resolution of our technical queries.",4,negative,positive,0.9991558790206909,positive
"The 471 MT shipment of HR Plates and Coils from Patratu for our East India highway project faced a 4-day delay in the transit window. The material arrived structurally sound, but weather-related hold-ups during monsoon were not communicated proactively. We had to work through bottlenecks at the discharge point. Better tracking updates during seasonal weather risks would mitigate such operational friction.",3,positive,negative,0.998845100402832,neutral
"Our wire rod procurement strategy emphasizes reliable sourcing, and the 395 MT delivery from Patratu into our West India dealer network has validated our partnership with JSL. Downstream fabricators consistently commend the drawing performance and surface finish of your wire rods, directly enhancing our competitive positioning. Your account manager's regular follow-up calls and technical updates have kept us well-informed of product developments and maintenance best practices.",5,positive,positive,0.9996341466903687,positive
"Our dealings with JSL's Patratu plant for 371 MT of Beams and PF Sections have been outstanding. As a stockist, we distribute these sections extensively across South India, and the flatness tolerances and mill certifications are consistently excellent. The regional sales office has been responsive to our enquiries, and the follow-up calls have helped us maintain optimal inventory levels. Our downstream customers have repeatedly commended the quality.",5,positive,positive,0.9995755553245544,positive
"Rails supplied from Angul (422 MT) for our West India track maintenance project have performed with remarkable consistency. The head wear profile shows normal degradation patterns, and the rail base is free from deep surface pitting that could compromise long-term structural integrity. We have compared performance data against regional alternatives, and your rails consistently demonstrate superior durability and ride quality characteristics.",4,positive,positive,0.9993131160736084,positive
"The 40 MT Wire Rods shipment from Angul supported our North India highway project's fencing and reinforcement requirements effectively. Quick turnaround from plant dispatch to site delivery—just nine days—demonstrated JSL's supply chain responsiveness. Vehicle dispatch was well-coordinated with our receiving capacity. Wire rod quality was uniform, enabling smooth cold-drawing operations at our partner's facility. We appreciate the reliability and speed with which JSL fulfilled this relatively small but critical order.",4,positive,positive,0.9991059899330139,positive
"TMT Rebars (Jindal Panther) totaling 26 MT for West India road infrastructure improvement on the Hyderabad Outer Ring Road were sourced from Angul plant. Material bend-test performance and yield strength were satisfactory for the application. Our key account manager's response to a shipment sequencing query was prompt, though the regional sales office could have provided voluntary logistics transparency regarding delivery milestone planning.",3,positive,positive,0.739951491355896,neutral
"Our stockist network in North India thrives on TMT Rebars sourced from Barbil at excellent pricing. The 314 MT allocation allows attractive margins for downstream distribution. Invoicing is accurate and timely, GST documentation is flawless, and payment cycles are flexible. The accounts team's transparency regarding price movements and supply forecasting is commendable. We recommend JSL to new dealers.",4,positive,positive,0.9997114539146423,positive
"HR plates and coils from Raigarh delivered for our 68 MT West India infrastructure project demonstrated exceptional surface finish and flatness. Thickness uniformity across coil widths supports predictable shearing and forming behavior, reducing scrap generation in our fabrication shop. Chemical composition aligns with project specification demands for enhanced corrosion resistance in marine-adjacent exposures.",5,positive,positive,0.88401859998703,positive
Our railway signalling and track maintenance project in West India received 278 MT of Steel Rails from Angul plant. The rail section profile and thread design conform exquisitely to IS:1786 dimensional parameters. Longitudinal surface condition and freedom from seams or laps verified through magnetic particle inspection at our receiving depot. Heat treatment uniformity visible in hardness mapping supports superior fatigue resistance under dynamic loading. Logistics coordination ensured timely rail bundle delivery to multiple track sections. This supply quality exemplifies engineering excellence.,4,positive,positive,0.9978691339492798,positive
"Our fabrication unit in East India received only 72 MT out of the 84 MT Billets and Blooms order from your Patratu plant. The missing tonnage—approximately 12 MT—was documented as 'in transit separately,' but no specific dispatch lot communication was issued. We waited for two weeks before escalating the issue. When the missing material finally arrived, it had already been earmarked for a different fabrication project. The poor documentation and absence of clear advance intimation regarding split shipments creates operational chaos in our workshop.",2,negative,negative,0.9997109770774841,negative
The 239 MT Wire Rods consignment from Patratu plant supporting our South India port expansion project was dispatched with advance lot intimation that proved invaluable for our material receiving protocols. Transit time remained within contractual parameters despite complex routing through coastal regions. Coil quality and packaging prevented any marine-environment corrosion during site staging. Delivery reliability has been outstanding.,5,positive,positive,0.9962788224220276,positive
"We have consistently procured wire rods from JSL's Raigarh plant for our infrastructure projects across Central India, and this latest 745 MT shipment demonstrates your commitment to quality. The tensile strength characteristics and drawing performance of your wire rods have proven superior for our bridge cable manufacturing division. Our key account manager coordinated logistics seamlessly, and the complaint handling response time when we flagged a minor batch concern was under 48 hours—truly professional.",5,positive,positive,0.9982958436012268,positive
